event,type,home_team,away_team,home_score,away_score,home_seed,away_seed
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Carleton College-CUT (1),Northern Iowa (12),13,13,1,12
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Minnesota (3),Wisconsin-Milwaukee (6),13,13,3,6
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Marquette (8),Minnesota-Duluth (9),13,13,8,9
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Minnesota (3),Marquette (8),13,13,3,8
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Wisconsin-Milwaukee (6),Northern Iowa (12),12,12,6,12
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Carleton College-CUT (1),Minnesota-Duluth (9),13,13,1,9
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Wisconsin (2),Iowa (5),13,13,2,5
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Iowa State (4),Minnesota (B) (10),13,13,4,10
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Wisconsin-Whitewater (7),Minnesota State-Mankato (11),14,14,7,11
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Wisconsin (2),Iowa State (4),13,13,2,4
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Iowa (5),Wisconsin-Whitewater (7),13,13,5,7
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Minnesota (B) (10),Minnesota State-Mankato (11),11,11,10,11
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Wisconsin (2),Wisconsin-Whitewater (7),13,13,2,7
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Iowa State (4),Minnesota State-Mankato (11),13,13,4,11
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Iowa (5),Minnesota (B) (10),13,13,5,10
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Wisconsin (2),Minnesota State-Mankato (11),13,13,2,11
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Iowa State (4),Iowa (5),13,13,4,5
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Wisconsin-Whitewater (7),Minnesota (B) (10),13,13,7,10
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Wisconsin (2),Minnesota (B) (10),13,13,2,10
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Iowa State (4),Wisconsin-Whitewater (7),13,13,4,7
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,pool,Iowa (5),Minnesota State-Mankato (11),13,13,5,11
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,bracket,Iowa State (4),Minnesota (3),13,15,4,3
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,bracket,Carleton College-CUT (1),Iowa State (4),12,14,1,4
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,bracket,Minnesota (3),Wisconsin (2),15,12,3,2
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,bracket,Carleton College-CUT (1),Wisconsin (2),11,13,1,2
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,bracket,Carleton College-CUT (1),Wisconsin-Milwaukee (6),15,10,1,6
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,bracket,Iowa (5),Wisconsin (2),8,15,5,2
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,bracket,Wisconsin-Milwaukee (6),Wisconsin-Whitewater (7),12,8,6,7
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,bracket,Marquette (8),Iowa (5),13,15,8,5
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,bracket,Wisconsin-Whitewater (7),Marquette (8),1,0,7,8
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,bracket,Wisconsin-Milwaukee (6),Iowa (5),0,0,6,5
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,bracket,Marquette (8),Minnesota-Duluth (9),14,15,8,9
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,bracket,Minnesota-Duluth (9),Minnesota State-Mankato (11),12,11,9,11
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,bracket,Minnesota-Duluth (9),Minnesota (B) (10),14,9,9,10
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,bracket,Northern Iowa (12),Minnesota State-Mankato (11),10,15,12,11
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,bracket,Minnesota (B) (10),Minnesota State-Mankato (11),9,2,10,11
North Central D-I College Men's Regionals-2019/schedule/Men/CollegeMen/,bracket,Minnesota (B) (10),Northern Iowa (12),14,3,10,12
