Rank,Team,Power Rating,Competition Level,Gender Division,Competition Division,City,State,Wins,Losses,dataset_id,season
160,Colorado B ,1032,College,Men,Division I,Boulder,CO,13,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
161,Franciscan ,1025,College,Men,Division III,Steubenville,OH,16,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
162,Pacific Lutheran ,1021,College,Men,Division III,Parkland,WA,10,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
163,Mississippi ,1018,College,Men,Division I,Oxford,MS,12,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
164,Rice ,1016,College,Men,Division III,Houston,TX,14,17,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
165,Xavier ,1015,College,Men,Division III,Cincinnati,OH,19,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
166,Houston ,1009,College,Men,Division I,Houston,TX,3,4,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
167,Texas-San Antonio ,1007,College,Men,Division I,San Antonio,TX,6,8,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
168,SUNY-Binghamton ,1007,College,Men,Division I,Binghamton,NY,12,16,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
169,Michigan B ,1006,College,Men,Developmental,Ann Arbor,MI,16,2,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
170,Virginia Commonwealth ,1005,College,Men,Division I,Richmond,VA,4,16,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
171,NYU ,1003,College,Men,Division I,New York,NY,11,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
172,Vanderbilt ,1000,College,Men,Division I,Nashville,TN,11,16,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
173,Colorado College ,998,College,Men,Division III,Colorado Springs,CO,12,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
174,Wisconsin- La Crosse ,996,College,Men,Division I,La Crosse,WI,6,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
175,Hamilton ,991,College,Men,Division III,Clinton,NY,12,3,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
176,Oklahoma ,989,College,Men,Division I,Norman,OK,9,17,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
177,California-San Diego ,985,College,Men,Division I,San Diego,CA,7,19,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
178,Wheaton (Illinois) ,985,College,Men,Division III,Wheaton,IL,14,2,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
179,Dayton ,982,College,Men,Division I,Dayton,OH,13,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
180,Army ,981,College,Men,Division III,West Point,NY,10,4,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
181,Drexel ,981,College,Men,Division I,Philadelphia,PA,9,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
182,California-Santa Cruz ,978,College,Men,Division I,Santa Cruz,CA,10,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
183,Boston College ,977,College,Men,Division I,Chestnut Hill,MA,11,14,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
184,Columbia ,975,College,Men,Division I,New York,NY,10,5,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
185,Liberty ,971,College,Men,Division I,Lynchburg,VA,12,17,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
186,Haverford ,968,College,Men,Division III,Haverford,PA,13,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
187,Cal Poly-Pomona ,964,College,Men,Division I,Pomona,CA,11,16,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
188,Pittsburgh B ,956,College,Men,Developmental,Pittsburgh,PA,14,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
189,Princeton ,950,College,Men,Division I,Princeton,NJ,8,8,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
190,Chico State ,946,College,Men,Division I,chico,CA,15,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
191,St Olaf ,944,College,Men,Division III,Northfield,MN,17,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
192,SUNY-Geneseo ,943,College,Men,Division III,Geneseo,NY,11,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
193,Kansas State ,927,College,Men,Division I,Manhattan,KS,13,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
194,George Washington ,919,College,Men,Division I,Washington,DC,8,18,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
195,Wisconsin-Eau Claire ,919,College,Men,Division I,Eau Claire,WI,16,16,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
196,Western Washington B ,910,College,Men,Developmental,Bellingham,WA,3,3,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
197,Georgia State ,905,College,Men,Division I,Atlanta,GA,7,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
198,SUNY-Buffalo ,900,College,Men,Division I,Buffalo,NY,7,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
199,Wisconsin B ,895,College,Men,Developmental,Madison,WI,10,8,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
200,Colgate ,894,College,Men,Division III,Hamilton,NY,13,5,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
201,Florida B ,894,College,Men,Developmental,Gainesville,FL,18,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
202,St John's ,879,College,Men,Division III,Collegeville,MN,6,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
203,Florida State B ,875,College,Men,Developmental,Tallahassee,FL,14,4,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
204,Georgia Southern ,873,College,Men,Division I,"Statesboro, GA",GA,7,22,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
205,Cedarville ,872,College,Men,Division III,Cedarville,OH,11,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
206,North Florida ,864,College,Men,Division I,Jacksonville,FL,2,5,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
207,Lewis & Clark ,864,College,Men,Division III,Portland,OR,9,17,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
208,Massachusetts C ,862,College,Men,Developmental,Amherst,MA,8,8,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
209,Syracuse ,852,College,Men,Division I,Syracuse,NY,5,17,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
210,Grove City ,851,College,Men,Division III,Grove City,PA,11,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
211,Samford ,849,College,Men,Division III,Birmingham,AL,12,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
212,Denver ,840,College,Men,Division I,Denver,CO,10,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
213,Sonoma State ,839,College,Men,Division I,Rohnert Park,CA,11,14,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
214,Truman State ,838,College,Men,Division III,Kirksville,MO,10,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
215,Humboldt State ,838,College,Men,Division I,Arcata,CA,9,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
216,New Hampshire ,835,College,Men,Division I,Durham,NH,11,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
217,West Chester ,831,College,Men,Division I,West Chester,PA,9,8,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
218,Alabama-Birmingham ,828,College,Men,Division I,Birmingham,AL,7,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
219,Rochester ,827,College,Men,Division I,Rochester,NY,7,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
220,Texas A&M B ,826,College,Men,Developmental,College Station,TX,11,8,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
221,Stevens Tech ,820,College,Men,Division III,Hoboken,NJ,10,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
222,Stephen F Austin ,813,College,Men,Division I,Nacogdoches,TX,17,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
223,Jefferson ,812,College,Men,Division III,Philadelphia,PA,18,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
224,Swarthmore ,812,College,Men,Division III,Swarthmore,PA,9,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
225,Ball State ,809,College,Men,Division I,Muncie,IN,6,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
226,California B ,804,College,Men,Developmental,Berkeley,CA,11,8,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
227,Hartford ,800,College,Men,Division III,West Hartford,CT,7,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
228,Massachusetts- Dartmouth ,798,College,Men,Division I,"North Dartmouth, MA",MA,3,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
229,Boise State ,794,College,Men,Division I,Boise,ID,7,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
230,Texas Christian ,792,College,Men,Division I,Fort Worth,TX,12,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
231,Harding ,790,College,Men,Division III,Searcy,AR,7,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
232,High Point ,790,College,Men,Division III,High Point,NC,14,14,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
233,Northern Illinois ,789,College,Men,Division I,Dekalb,IL,8,14,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
234,Brigham Young B ,789,College,Men,Developmental,Provo,UT,5,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
235,Rowan ,786,College,Men,Division I,Glassboro,NJ,6,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
236,Maryland-Baltimore County ,783,College,Men,Division I,Baltimore,MD,9,16,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
237,Knox ,777,College,Men,Division III,Galesburg ,IL,13,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
238,Utah State ,777,College,Men,Division I,Logan,UT,4,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
239,West Virginia ,772,College,Men,Division I,Morgantown,WV,11,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
240,SUNY-Albany ,767,College,Men,Division I,Albany,NY,4,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
241,Marist ,764,College,Men,Division III,Poughkeepsie,NY,6,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
242,Montana State  ,762,College,Men,Division I,Bozeman,MT,4,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
243,Utah Valley ,761,College,Men,Division I,Orem,UT,5,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
244,Winona State ,761,College,Men,Division III,Winona,MN,12,14,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
245,Worcester Polytech ,752,College,Men,Division III,Worcester,MA,4,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
246,Saint Joseph's ,749,College,Men,Division I,Philadelphia,PA,1,5,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
247,Drake ,749,College,Men,Division III,Des Moines,IA,14,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
248,Navy ,747,College,Men,Division III,Annapolis,MD,9,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
249,Bentley ,737,College,Men,Division III,Waltham,MA,7,14,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
250,Whitworth ,734,College,Men,Division III,Spokane,WA,7,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
251,Tufts B ,727,College,Men,Developmental,Medford,MA,6,3,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
252,Wake Forest ,727,College,Men,Division I,Winston-Salem,NC,6,14,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
253,Berry ,726,College,Men,Division III,Berry,GA,8,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
254,New Mexico ,723,College,Men,Division I,Albuquerque,NM,2,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
255,North Georgia ,721,College,Men,Division III,Dahlonega,GA,10,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
256,Loyola-Chicago ,716,College,Men,Division I,Chicago,IL,12,5,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
257,Arizona State B ,711,College,Men,Developmental,Tempe,AZ,14,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
258,Tennessee Tech ,710,College,Men,Division I,Cookeville,TN,2,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
259,DePaul ,708,College,Men,Division I,Chicago,IL,10,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
260,Baylor B ,702,College,Men,Division I,Waco,TX,4,2,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
261,Saint Rose ,700,College,Men,Division III,Albany,NY,6,4,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
262,Cal State-Long Beach ,698,College,Men,Division I,Long Beach,CA,5,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
263,Arkansas State ,698,College,Men,Division I,Jonesboro,AR,6,5,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
264,Miami (Ohio) ,697,College,Men,Division I,Oxford,OH,10,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
265,Mars Hill ,696,College,Men,Division III,Mars Hill,NC,2,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
266,Massachusetts B ,695,College,Men,Developmental,Amherst,MA,8,2,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
267,Washington State ,693,College,Men,Division I,Pullman,WA,8,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
268,Union (Tennessee) ,693,College,Men,Division III,Jackson,TN,6,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
269,Catholic ,691,College,Men,Division III,Washington,DC,5,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
270,Wooster ,685,College,Men,Division III,Wooster,OH,6,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
271,Macalester ,678,College,Men,Division III,St. Paul,MN,7,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
272,Middle Tennessee State ,672,College,Men,Division I,Murfreesboro,TN,5,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
273,American ,670,College,Men,Division I,Washington,DC,8,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
274,Connecticut College ,665,College,Men,Division III,New London,CT,2,3,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
275,Charleston ,661,College,Men,Division I,Charleston,SC,5,23,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
276,Yale ,655,College,Men,Division I,New Haven,CT,4,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
277,Tulsa ,655,College,Men,Division III,Tulsa,OK,4,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
278,Texas-Arlington ,653,College,Men,Division I,Arlington,TX,6,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
279,Christopher Newport ,650,College,Men,Division III,Newport News,VA,13,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
280,Ohio State B ,644,College,Men,Developmental,Columbus,OH,5,1,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
281,Messiah ,640,College,Men,Division III,Mechanicsburg,PA,10,17,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
282,Wisconsin-Stevens Point ,639,College,Men,Division I,Stevens Point,WI,2,4,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
283,Valparaiso ,639,College,Men,Division III,Valparaiso,IN,6,5,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
284,Missouri ,637,College,Men,Division I,Columbia,MO,3,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
285,Sul Ross State ,635,College,Men,Division III,Alpine,TX,2,3,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
286,Carleton College-Hot Karls ,627,College,Men,Division III,Northfield,MN,15,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
287,Sacramento State ,626,College,Men,Division I,Sacramento,CA,3,14,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
288,New Haven ,623,College,Men,Division III,West Haven,CT,2,4,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
289,Miami ,620,College,Men,Division I,Coral Gables,FL,4,22,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
290,Illinois B ,618,College,Men,Developmental,Champaign,IL,15,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
291,North Greenville ,617,College,Men,Division III,Tigerville,SC,2,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
292,Georgia Tech B ,613,College,Men,Developmental,Atlanta,GA,8,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
293,Wingate ,612,College,Men,Division III,Wingate,NC,3,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
294,South Carolina B ,609,College,Men,Developmental,Columbia,SC,14,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
295,Washington B ,609,College,Men,Division I,Seattle,WA,3,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
296,Beloit ,601,College,Men,Division III,Beloit,WI,7,4,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
297,Maryland B ,600,College,Men,Developmental,College Park,MD,14,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
298,St. Thomas ,598,College,Men,Division III,Saint Paul,MN,6,8,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
299,Siena ,596,College,Men,Division III,Albany,NY,0,1,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
300,SUNY-New Paltz ,596,College,Men,Division I,New Paltz,NY,2,3,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
301,SUNY-Fredonia ,594,College,Men,Division III,Fredonia,NY,12,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
302,Ithaca ,590,College,Men,Division III,Ithaca,NY,5,5,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
303,Western Michigan ,590,College,Men,Division I,Kalamazoo,MI,1,5,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
304,Trinity ,588,College,Men,Division III,San Antonio,TX,4,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
305,Ferris State ,583,College,Men, ,Big Rapids,MI,3,3,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
306,Clarkson ,580,College,Men,Division III,Potsdam ,NY,4,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
307,Emerson ,577,College,Men,Division III,Boston,MA,7,5,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
308,William & Mary B ,575,College,Men,Developmental,Williamsburg,VA,13,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
309,Northern Iowa ,571,College,Men,Division I,Cedar Falls,IA,0,5,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
310,Bucknell ,563,College,Men,Division III,Lewisburg,PA,4,4,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
311,Delaware B ,562,College,Men,Developmental,Newark,DE,17,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
312,Western Carolina ,556,College,Men,Division I,Cullowhee,NC,3,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
313,North Dakota State ,553,College,Men,Division I,Fargo,ND,0,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
314,James Madison B ,549,College,Men,Developmental,Harrisonburg,VA,19,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
315,Brown B ,548,College,Men,Developmental,Providence,RI,9,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
316,Iowa State B ,542,College,Men,Developmental,Ames,IA,6,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
317,Portland State ,540,College,Men,Division I,Portland,OR,4,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
318,Bradley ,539,College,Men,Division III,Peoria,IL,9,8,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
319,College of New Jersey ,537,College,Men,Division III,Ewing,NJ,0,5,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
