Rank,Team,Power Rating,Competition Level,Gender Division,Competition Division,City,State,Wins,Losses,dataset_id,season
50,Central Florida ,1473,College,Men,Division I,Orlando,FL,14,22,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
51,British Columbia ,1470,College,Men,Division I,Vancouver,BC,10,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
52,Georgia Tech ,1467,College,Men,Division I,Atlanta,GA,19,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
53,James Madison ,1465,College,Men,Division I,Harrisonburg,VA,21,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
54,Illinois State ,1448,College,Men,Division I,Normal,IL,22,16,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
55,Texas-Dallas ,1447,College,Men,Division I,Richardson,TX,22,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
56,Southern California ,1440,College,Men,Division I,Los Angeles,CA,20,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
57,Kansas ,1437,College,Men,Division I,Lawrence,KS,19,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
58,Vermont ,1430,College,Men,Division I,Burlington,VT,13,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
59,Harvard ,1425,College,Men,Division I,Cambridge,MA,19,18,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
60,Mary Washington ,1421,College,Men,Division III,Fredericksburg,VA,30,8,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
61,Carleton College-GoP ,1394,College,Men,Division III,Northfield,MN,29,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
62,North Carolina-Charlotte ,1386,College,Men,Division I,Charlotte,NC,15,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
63,South Carolina ,1385,College,Men,Division I,Columbia,SC,17,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
64,Arkansas ,1383,College,Men,Division I,Fayetteville,AR,16,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
65,UCLA ,1382,College,Men,Division I,Los Angeles,CA,21,17,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
66,Santa Clara ,1375,College,Men,Division I,Santa Clara,CA,16,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
67,Cornell ,1373,College,Men,Division I,Ithaca,NY,17,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
68,Oregon State ,1370,College,Men,Division I,Corvallis,OR,10,22,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
69,Richmond ,1367,College,Men,Division III,Richmond,VA,24,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
70,Virginia ,1366,College,Men,Division I,Charlottesville,VA,17,18,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
71,Utah ,1360,College,Men,Division I,Salt Lake City,UT,23,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
72,Iowa State ,1358,College,Men,Division I,Ames,IA,17,17,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
73,Villanova ,1356,College,Men,Division I,Villanova,PA,21,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
74,Washington University ,1344,College,Men,Division I,St. Louis,MO,16,14,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
75,Minnesota-Duluth ,1333,College,Men,Division I,Duluth,MN,13,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
76,Tulane ,1333,College,Men,Division I,New Orleans,LA,18,14,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
77,John Brown ,1330,College,Men,Division III,Siloam Springs,AR,20,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
78,Chicago ,1318,College,Men,Division I,Chicago,IL,19,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
79,Tennessee-Chattanooga ,1316,College,Men,Division I,Chattanooga,TN,16,16,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
80,Tennessee ,1313,College,Men,Division I,Knoxville,TN,15,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
81,Oklahoma State ,1310,College,Men,Division I,Stillwater,OK,18,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
82,Bowdoin ,1304,College,Men,Division III,Brunswick,ME,20,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
83,Duke ,1294,College,Men,Division I,Durham,NC,12,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
84,Penn State ,1292,College,Men,Division I,State College,PA,15,21,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
85,Alabama ,1290,College,Men,Division I,Tuscaloosa,AL,22,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
86,Alabama-Huntsville ,1289,College,Men,Division I,Huntsville,AL,19,14,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
87,Delaware ,1286,College,Men,Division I,Newark,DE,14,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
88,Michigan State ,1282,College,Men,Division I,East Lansing,MI,13,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
89,Lehigh ,1280,College,Men,Division I,Bethlehem,PA,15,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
90,Purdue ,1280,College,Men,Division I,West Lafayette,IN,18,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
91,Las Positas ,1274,College,Men,Division I,Livermore,CA,17,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
92,Rutgers ,1274,College,Men,Division I,New Brunswick,NJ,20,5,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
93,Appalachian State ,1273,College,Men,Division I,Boone,NC,5,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
94,Bates ,1273,College,Men,Division III,Lewiston,ME,19,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
95,Cincinnati ,1254,College,Men,Division I,Cincinnati,OH,15,20,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
96,California-Santa Barbara ,1253,College,Men,Division I,Goleta,CA,17,22,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
97,California-Davis ,1247,College,Men,Division I,Davis,CA,19,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
98,Whitman  ,1246,College,Men,Division III,Walla Walla,WA,24,8,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
99,Amherst ,1246,College,Men,Division III,Amherst,MA,14,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
100,Arizona ,1245,College,Men,Division I,Tucson,AZ,17,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
101,Clemson ,1244,College,Men,Division I,Clemson,SC,10,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
102,Wisconsin-Whitewater ,1242,College,Men,Division I,Whitewater,WI,18,8,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
103,Georgia College ,1237,College,Men,Division III,Milledgeville,GA,19,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
104,Missouri S&T ,1236,College,Men,Division III,Rolla,MO,23,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
105,Texas Tech ,1233,College,Men,Division I,Lubbock,TX,11,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
106,Baylor ,1223,College,Men,Division I,Waco,TX,13,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
107,Kentucky ,1213,College,Men,Division I,Lexington,KY,17,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
108,East Carolina ,1213,College,Men,Division I,Greenville,NC,13,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
109,Mississippi State ,1212,College,Men,Division I,Starkville,MS,20,14,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
110,Pennsylvania ,1210,College,Men,Division I,Philadelphia,PA,18,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
111,Portland ,1201,College,Men,Division III,Portland,OR,14,3,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
112,Wesleyan ,1196,College,Men,Division III,Middletown,CT,19,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
113,Nebraska ,1190,College,Men,Division I,Lincoln,NE,16,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
114,Gonzaga ,1190,College,Men,Division I,Spokane,WA,6,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
115,Williams ,1189,College,Men,Division III,Williamstown,MA,19,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
116,SUNY-Stony Brook ,1187,College,Men,Division I,Stony Brook,NY,14,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
117,Northern Arizona ,1182,College,Men,Division I,Flagstaff,AZ,11,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
118,Case Western Reserve ,1182,College,Men,Division I,Cleveland,OH,16,20,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
119,North Texas ,1181,College,Men,Division I,Denton,TX,20,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
120,RIT ,1175,College,Men,Division I,Rochester,NY,15,8,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
121,Luther ,1172,College,Men,Division III,Decorah,IA,20,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
122,Elon ,1162,College,Men,Division III,Elon,NC,15,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
123,Michigan Tech ,1145,College,Men,Division III,Houghton,MI,12,3,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
124,Minnesota B ,1131,College,Men,Developmental,Minneapolis,MN,13,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
125,North Park ,1131,College,Men,Division III,Chicago,IL,18,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
126,Davidson ,1124,College,Men,Division III,Davidson,NC,16,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
127,Wisconsin-Milwaukee ,1117,College,Men,Division I,Milwaukee,WI,12,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
128,Oberlin ,1112,College,Men,Division III,Oberlin,OH,22,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
129,Ohio ,1109,College,Men,Division I,Athens,OH,10,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
130,Arizona State ,1109,College,Men,Division I,Tempe,AZ,8,18,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
131,Indiana ,1108,College,Men,Division I,Bloomington,IN,14,18,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
132,Colby ,1107,College,Men,Division III,Waterville,ME,10,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
133,Boston University ,1099,College,Men,Division I,Boston,MA,17,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
134,Saint Louis ,1096,College,Men,Division I,St. Louis,MO,16,16,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
135,Georgia B ,1095,College,Men,Developmental,Athens,GA,12,2,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
136,San Diego State ,1093,College,Men,Division I,San Diego,CA,16,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
137,Florida Tech ,1090,College,Men,Division III,Melbourne,FL,10,8,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
138,North Carolina B ,1087,College,Men,Developmental,Chapel Hill,NC,16,8,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
139,George Mason ,1086,College,Men,Division I,Fairfax,VA,11,23,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
140,Shippensburg ,1085,College,Men,Division III,Shippensburg,PA,24,7,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
141,Grand Valley State ,1081,College,Men,Division I,Allendale,MI,9,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
142,MIT ,1081,College,Men,Division I,Cambridge,MA,16,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
143,Brandeis ,1079,College,Men,Division III,Waltham,MA,19,13,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
144,South Florida ,1076,College,Men,Division I,Tampa,FL,6,16,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
145,Johns Hopkins ,1073,College,Men,Division I,Baltimore,MD,13,16,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
146,North Carolina-Asheville ,1073,College,Men,Division III,Asheville,NC,13,16,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
147,Colorado School of Mines ,1070,College,Men,Division III,Golden,CO,15,14,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
148,Akron ,1070,College,Men,Division I,Akron,OH,15,8,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
149,Claremont ,1067,College,Men,Division III,Claremont ,CA,14,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
150,Nevada-Reno ,1064,College,Men,Division I,Reno,NV,24,23,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
151,Minnesota State-Mankato ,1058,College,Men,Division I,Mankato,MN,5,10,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
152,Colorado State B ,1057,College,Men,Developmental,Fort Collins,CO,18,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
153,Puget Sound ,1050,College,Men,Division III,Tacoma,WA,19,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
154,Missouri State ,1046,College,Men,Division I,Springfield,MO,10,6,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
155,Colorado-Denver ,1042,College,Men,Division I,Denver,CO,13,9,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
156,Lamar ,1041,College,Men,Division I,Beaumont,TX,3,4,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
157,Rensselaer Polytech ,1037,College,Men,Division III,Troy,NY,16,15,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
158,Occidental ,1034,College,Men,Division III,Los Angeles,CA,16,12,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
159,Montana ,1032,College,Men,Division I,Missoula,MT,9,11,7Cm64Eqn%2fd3gep%2bI11xZnTaihMbTcv53Pwda6jUW4KU%3d,2018_college
