Rank,Team,Power Rating,Competition Level,Gender Division,Competition Division,City,State,Wins,Losses,dataset_id,season
50,Harvard ,1477,College,Men,Division I,Cambridge,MA,14,18,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
51,Purdue ,1468,College,Men,Division I,West Lafayette,IN,21,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
52,Northwestern ,1463,College,Men,Division I,Evanston,IL,14,18,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
53,Whitman ,1453,College,Men,Division I,Walla Walla,WA,18,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
54,Florida ,1453,College,Men,Division I,Gainesville,FL,15,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
55,California-Santa Barbara ,1451,College,Men,Division I,Santa Barbara,CA,15,16,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
56,Duke ,1447,College,Men,Division I,Durham,NC,17,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
57,Notre Dame ,1443,College,Men,Division I,Notre Dame,IN,19,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
58,Richmond ,1433,College,Men,Division III,Richmond,VA,30,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
59,British Columbia ,1430,College,Men,Division I,Vancouver,BC,16,16,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
60,Kennesaw State ,1424,College,Men,Division I,Kennesaw,GA,7,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
61,Indiana ,1418,College,Men,Division I,Bloomington,IN,24,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
62,Utah ,1417,College,Men,Division I,Salt Lake City,UT,24,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
63,Oklahoma State ,1413,College,Men,Division I,Stillwater,OK,18,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
64,Penn State ,1408,College,Men,Division I,University Park,PA,19,13,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
65,Tennessee ,1398,College,Men,Division I,Knoxville,TN,16,22,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
66,Oregon State ,1396,College,Men,Division I,Corvallis,OR,15,13,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
67,Oklahoma ,1396,College,Men,Division I,NORMAN,OK,20,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
68,Bowdoin ,1394,College,Men,Division III,Brunswick,ME,21,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
69,Ohio ,1379,College,Men,Division I,Athens,OH,25,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
70,Cincinnati ,1376,College,Men,Division I,Cincinnati,OH,21,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
71,California-Davis ,1375,College,Men,Division I,Davis,CA,13,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
72,Emory ,1367,College,Men,Division I,Atlanta,GA,13,17,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
73,Bryant ,1366,College,Men,Division III,Smithfield,RI,20,6,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
74,Alabama-Huntsville ,1358,College,Men,Division I,Huntsville,AL,18,16,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
75,Rutgers ,1351,College,Men,Division I,New Brunswick,NJ,19,17,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
76,Missouri S&T ,1337,College,Men,Division III,Rolla,MO,20,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
77,Iowa ,1336,College,Men,Division I,Iowa City,IA,23,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
78,Temple ,1336,College,Men,Division I,Philadelphia,PA,16,13,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
79,Luther ,1328,College,Men,Division III,Decorah,IA,24,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
80,Wisconsin-Milwaukee ,1328,College,Men,Division I,Milwaukee,WI,17,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
81,Michigan Tech ,1328,College,Men,Division III,Houghton,MI,23,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
82,Arizona ,1325,College,Men,Division I,Tucson,AZ,14,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
83,Tulane ,1321,College,Men,Division I,New Orleans,LA,12,15,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
84,Grand Valley State ,1296,College,Men,Division I,Allendale,MI,17,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
85,California-Santa Cruz ,1283,College,Men,Division I,Santa Cruz,CA,12,15,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
86,Davidson ,1278,College,Men,Division III,Davidson,NC,20,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
87,Texas State ,1276,College,Men,Division I,San Marcos,TX,16,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
88,Appalachian State ,1276,College,Men,Division I,Boone,NC,17,19,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
89,Connecticut ,1276,College,Men,Division I,Storrs,CT,20,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
90,Case Western Reserve ,1270,College,Men,Division I,Cleveland,OH,15,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
91,Georgetown ,1260,College,Men,Division I,Washington,DC,16,22,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
92,Lewis & Clark ,1255,College,Men,Division III,Portland,OR,20,6,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
93,Portland ,1255,College,Men,Division III,Portland,OR,20,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
94,Georgia Tech ,1254,College,Men,Division I,Atlanta,GA,7,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
95,Montana State ,1253,College,Men,Division I,Bozeman,MT,14,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
96,New Mexico ,1252,College,Men,Division I,Albuquerque,NM,15,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
97,Colby ,1248,College,Men,Division III,Waterville,ME,13,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
98,Mary Washington ,1247,College,Men,Division III,Fredericksburg,VA,23,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
99,John Brown ,1235,College,Men,Division III,Siloam Springs,AR,14,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
100,Boston College ,1234,College,Men,Division I,Chestnut Hill,MA,15,17,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
101,Utah State ,1234,College,Men,Division I,Logan,UT,16,13,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
102,Rice ,1231,College,Men,Division III,Houston,TX,18,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
103,Western Washington ,1223,College,Men,Division I,Seattle,WA,3,4,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
104,James Madison ,1220,College,Men,Division I,Harrisonburg,VA,16,17,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
105,Villanova ,1213,College,Men,Division I,Villanova,PA,15,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
106,Marquette ,1210,College,Men,Division I,Milwaukee,WI,18,13,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
107,Williams ,1208,College,Men,Division III,Williamstown,MA,17,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
108,Franciscan ,1207,College,Men,Division III,Steubenville,OH,19,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
109,Tennessee-Chattanooga ,1206,College,Men,Division I,Chattanooga,TN,7,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
110,Illinois State ,1206,College,Men,Division I,Normal,IL,10,19,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
111,Washington University ,1204,College,Men,Division I,St. Louis,MO,10,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
112,Chicago ,1199,College,Men,Division I,Chicago,IL,12,13,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
113,Saint Louis ,1191,College,Men,Division I,St. Louis,MO,13,6,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
114,Liberty ,1189,College,Men,Division I,Lynchburg,VA,17,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
115,Colorado School of Mines ,1187,College,Men,Division III,Golden,CO,18,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
116,Marist ,1184,College,Men,Division III,Poughkeepsie,NY,16,2,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
117,MIT ,1184,College,Men,Division I,Cambridge,MA,14,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
118,Truman State ,1183,College,Men,Division III,Kirksville,MO,15,6,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
119,Georgia State ,1179,College,Men,Division I,Atlanta,GA,11,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
120,Wisconsin-Whitewater ,1169,College,Men,Division I,Whitewater,WI,21,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
121,Minnesota-Duluth ,1165,College,Men,Division I,Duluth,MN,14,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
122,Jacksonville State ,1162,College,Men,Division I,Jacksonville,AL,9,4,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
123,Bates College ,1156,College,Men,Division III,Lewiston,ME,17,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
124,Montana ,1155,College,Men,Division I,Missoula,MT,11,15,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
125,Kansas ,1147,College,Men,Division I,Lawrence,KS,9,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
126,North Carolina B ,1145,College,Men,Developmental,CHAPEL HILL,NC,18,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
127,Northern Arizona ,1143,College,Men,Division I,Flagstaff,AZ,16,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
128,Nevada-Reno ,1142,College,Men,Division I,Reno,NV,12,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
129,Las Positas ,1142,College,Men,Division I,Livermore,CA,5,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
130,Chico State ,1140,College,Men,Division I,chico,CA,13,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
131,Santa Clara ,1139,College,Men,Division I,Santa Clara,CA,11,18,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
132,Michigan B ,1139,College,Men,Developmental,Ann Arbor,MI,22,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
133,Cornell ,1138,College,Men,Division I,Ithaca,NY,9,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
134,Brandeis ,1132,College,Men,Division III,Waltham,MA,21,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
135,New Hampshire ,1124,College,Men,Division I,Durham,NH,10,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
136,Wesleyan ,1122,College,Men,Division III,Middletown,CT,10,6,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
137,St Olaf ,1120,College,Men,Division III,Northfield,MN,17,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
138,Colorado College ,1118,College,Men,Division III,Colorado Springs,CO,8,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
139,Pennsylvania ,1114,College,Men,Division I,Philadelphia,PA,14,13,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
140,Hamilton ,1113,College,Men,Division III,Clinton,NY,12,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
141,Boston University ,1109,College,Men,Division I,Boston,MA,7,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
142,Minnesota B ,1101,College,Men,Developmental,Minneapolis,MN,19,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
143,Puget Sound ,1099,College,Men,Division III,Tacoma,WA,15,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
144,Baylor ,1097,College,Men,Division I,Waco,TX,12,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
145,North Carolina-Asheville ,1094,College,Men,Division III,Asheville,NC,18,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
146,Colorado B ,1090,College,Men,Division I,Boulder,CO,10,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
147,Messiah ,1088,College,Men,Division III,Mechanicsburg,PA,14,6,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
148,Clemson ,1077,College,Men,Division I,Clemson,SC,11,21,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
149,Kentucky ,1074,College,Men,Division I,Lexington,KY,11,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
150,East Carolina ,1072,College,Men,Division I,Greenville,NC,10,15,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
151,Yale ,1071,College,Men,Division I,New Haven,CT,23,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
152,South Florida ,1070,College,Men,Division I,Tampa,FL,7,16,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
153,North Carolina-Charlotte ,1058,College,Men,Division I,Charlotte,NC,5,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
154,Drexel ,1057,College,Men,Division I,Philadelphia,PA,14,16,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
155,Lehigh ,1055,College,Men,Division I,Bethlehem,PA,20,18,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
156,RIT ,1054,College,Men,Division I,Rochester,NY,13,15,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
157,Dayton ,1037,College,Men,Division I,Dayton,OH,16,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
158,Vanderbilt ,1034,College,Men,Division I,Nashville,TN,17,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
159,Berry ,1029,College,Men,Division III,Berry,GA,19,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
160,Princeton ,1027,College,Men,Division I,Princeton,NJ,11,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
161,Humboldt State ,1022,College,Men,Division I,Arcata,CA,8,15,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
