Rank,Team,Power Rating,Competition Level,Gender Division,Competition Division,City,State,Wins,Losses,dataset_id,season
162,Army ,1020,College,Men,Division III,West Point,NY,13,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
163,Kansas State ,1020,College,Men,Division I,Manhattan,KS,11,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
164,Elon ,1015,College,Men,Division III,Elon,NC,12,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
165,Delaware ,1012,College,Men,Division I,Newark,DE,9,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
166,Colgate ,1010,College,Men,Division III,Hamilton,NY,14,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
167,Arizona State B ,1009,College,Men,Developmental,Tempe,AZ,12,2,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
168,Alabama-Birmingham ,1008,College,Men,Division I,Birmingham,AL,11,15,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
169,Texas Christian ,1004,College,Men,Division I,Fort Worth,TX,11,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
170,Cedarville ,1001,College,Men,Division III,Cedarville,OH,19,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
171,Oberlin ,1000,College,Men,Division III,Oberlin,OH,15,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
172,Mississippi State ,999,College,Men,Division I,Starkville,MS,13,18,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
173,SUNY-Stony Brook ,997,College,Men,Division I,Stony Brook,NY,15,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
174,Georgia Southern ,995,College,Men,Division I,"Statesboro, GA",GA,10,20,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
175,Arkansas ,992,College,Men,Division I,Fayetteville,AR,5,17,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
176,Minnesota State-Mankato ,991,College,Men,Division I,Mankato,MN,12,13,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
177,Syracuse ,980,College,Men,Division I,Syracuse,NY,13,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
178,Massachusetts C ,979,College,Men,Developmental,Amherst,MA,12,6,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
179,Macalester ,978,College,Men,Division III,St. Paul,MN,15,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
180,Whitworth ,977,College,Men,Division III,Spokane,WA,10,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
181,Maine ,977,College,Men,Division I,Orono,ME,5,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
182,Valparaiso ,974,College,Men,Division III,Valparaiso,IN,20,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
183,Pittsburgh B ,974,College,Men,Developmental,Pittsburgh,PA,15,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
184,Washington State ,973,College,Men,Division I,Pullman,WA,13,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
185,Colorado-Denver ,967,College,Men,Division I,Denver,CO,12,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
186,SUNY-Binghamton ,964,College,Men,Division I,Binghamton,NY,13,13,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
187,Denver ,964,College,Men,Division I,Denver,CO,11,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
188,Florida Tech ,961,College,Men,Division III,Melbourne,FL,15,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
189,Virginia Commonwealth ,958,College,Men,Division I,Richmond,VA,10,15,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
190,Claremont ,954,College,Men,Division III,Claremont ,CA,7,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
191,Bentley ,950,College,Men,Division III,Waltham,MA,13,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
192,Georgia College ,946,College,Men,Division III,Milledgeville,GA,8,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
193,Winona State ,942,College,Men,Division III,Winona,MN,17,15,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
194,Sul Ross State ,932,College,Men,Division III,Alpine,TX,4,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
195,NYU ,926,College,Men,Division I,New York,NY,12,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
196,North Georgia ,924,College,Men,Division III,Dahlonega,GA,17,6,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
197,Middle Tennessee State ,923,College,Men,Division I,Murfreesboro,TN,12,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
198,Maryland-Baltimore County ,923,College,Men,Division I,Baltimore,MD,8,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
199,Nebraska ,921,College,Men,Division I,Lincoln,NE,7,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
200,Washington B ,917,College,Men,Division I,Seattle,WA,9,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
201,Cal Poly-Pomona ,908,College,Men,Division I,Pomona,CA,8,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
202,West Chester ,907,College,Men,Division I,West Chester,PA,8,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
203,Grand Canyon ,901,College,Men,Division I,Phoenix,AZ,10,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
204,Butler ,896,College,Men,Division III,Indianapolis,IN,14,4,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
205,Olivet Nazarene ,891,College,Men,Division III,Bourbonnais,IL,14,6,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
206,SUNY-Albany ,887,College,Men,Division I,Albany,NY,12,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
207,Florida B ,881,College,Men,Developmental,Gainesville,FL,15,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
208,North Texas ,873,College,Men,Division I,Denton,TX,8,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
209,Virginia Tech B ,870,College,Men,Developmental,Blacksburg,VA,12,4,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
210,Missouri ,869,College,Men,Division I,Columbia,MO,7,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
211,Miami (Ohio) ,868,College,Men,Division I,Oxford,OH,9,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
212,Knox ,864,College,Men,Division III,Galesburg,IL,15,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
213,Wisconsin B ,864,College,Men,Developmental,Madison,WI,14,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
214,George Washington ,862,College,Men,Division I,Washington,DC,6,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
215,Michigan State ,856,College,Men,Division I,East Lansing,MI,3,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
216,Lamar ,847,College,Men,Division I,Beaumont,TX,7,4,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
217,SUNY-Geneseo ,847,College,Men,Division III,Geneseo,NY,13,13,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
218,George Mason ,845,College,Men,Division I,Fairfax,VA,5,20,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
219,Idaho ,843,College,Men,Division I,Moscow,ID,7,25,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
220,Wisconsin-Platteville ,840,College,Men,Division III,Platteville,WI,13,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
221,Wisconsin-Eau Claire ,839,College,Men,Division I,Eau Claire,WI,12,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
222,Xavier ,838,College,Men,Division III,Cincinnati,OH,11,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
224,Swarthmore ,832,College,Men,Division III,Swarthmore,PA,14,6,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
225,Arizona State ,831,College,Men,Division I,Tempe,AZ,4,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
226,Samford ,830,College,Men,Division III,Birmingham,AL,8,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
227,Boise State ,825,College,Men,Division I,Boise,ID,3,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
228,Gonzaga ,824,College,Men,Division I,Spokane,WA,6,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
229,Rensselaer Polytech ,821,College,Men,Division III,Troy,NY,10,19,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
230,St. Thomas ,819,College,Men,Division III,Saint Paul,MN,7,13,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
231,Ithaca ,815,College,Men,Division III,Ithaca,NY,10,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
232,Cal Poly-SLO B ,806,College,Men,Division I,San Luis Obispo,CA,10,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
233,Navy ,805,College,Men,Division III,Annapolis,MD,8,18,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
234,Ball State ,801,College,Men,Division I,Muncie,IN,8,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
235,Brigham Young B ,792,College,Men,Developmental,Provo,UT,5,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
236,California B ,790,College,Men,Developmental,Berkeley,CA,10,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
237,Stevens Tech ,783,College,Men,Division III,Hoboken,NJ,13,6,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
238,DePaul ,782,College,Men,Division I,Chicago,IL,6,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
239,Northern Iowa ,779,College,Men,Division I,Cedar Falls,IA,10,20,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
240,Rochester ,774,College,Men,Division III,Rochester,NY,11,15,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
241,SUNY-Buffalo ,774,College,Men,Division I,Buffalo,NY,4,17,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
242,Hartford ,769,College,Men,Division III,West Hartford,CT,3,2,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
243,Towson ,769,College,Men,Division I,Towson,MD,6,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
244,Occidental ,768,College,Men,Division III,Los Angeles,CA,8,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
245,South Carolina B ,767,College,Men,Developmental,Columbia,SC,12,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
246,Columbia ,767,College,Men,Division I,New York,NY,11,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
247,Georgia Tech B ,765,College,Men,Developmental,Atlanta,GA,14,4,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
248,Loyola-Chicago ,763,College,Men,Division I,Chicago,IL,8,17,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
250,Wisconsin- La Crosse ,762,College,Men,Division I,La Crosse,WI,8,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
251,Haverford ,755,College,Men,Division III,Haverford,PA,14,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
252,Shippensburg ,752,College,Men,Division III,Shippensburg,PA,10,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
253,Florida Atlantic ,747,College,Men,Division I,Boca Raton,FL,3,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
254,Tufts B ,744,College,Men,Developmental,Medford,MA,11,16,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
255,Trinity ,742,College,Men,Division III,San Antonio,TX,9,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
256,Georgia B ,742,College,Men,Developmental,Athens,GA,6,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
257,High Point ,737,College,Men,Division III,High Point,NC,16,15,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
258,Boston College B ,736,College,Men,Developmental,Chestnut Hill,MA,9,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
259,Amherst College ,734,College,Men,Division III,Amherst,MA,9,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
260,Charleston ,734,College,Men,Division I,Charleston,SC,3,13,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
261,San Diego State ,727,College,Men,Division I,San Diego,CA,5,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
262,Rowan ,725,College,Men,Division I,Glassboro,NJ,6,13,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
263,Delaware B ,723,College,Men,Developmental,Newark,DE,19,6,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
264,Northeastern B ,715,College,Men,Developmental,Boston,MA,8,4,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
265,Troy ,708,College,Men,Division I,Troy,AL,2,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
266,Maryland B ,701,College,Men,Developmental,College Park,MD,19,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
267,Massachusetts Amherst B ,701,College,Men,Developmental,Amherst,MA,15,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
268,Embry-Riddle (Florida) ,700,College,Men,Division III,Daytona Beach,FL,13,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
269,Wheaton (Illinois) ,697,College,Men,Division III,Wheaton,IL,12,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
270,Ave Maria ,696,College,Men,Division III,Ave Maria,FL,2,3,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
271,Sacramento State ,688,College,Men,Division I,Sacramento,CA,2,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
272,Sonoma State ,683,College,Men,Division I,Rohnert Park,CA,1,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
273,Colorado State B ,674,College,Men,Developmental,Fort Collins,CO,8,13,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
274,Stonehill ,665,College,Men,Division III,Easton,MA,6,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
275,Christopher Newport ,663,College,Men,Division III,Newport News,VA,11,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
276,Skidmore ,661,College,Men,Division III,Saratoga Springs,NY,10,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
277,Grove City ,659,College,Men,Division III,Grove City,PA,5,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
278,Penn State B ,653,College,Men,Developmental,University Park,PA,7,3,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
279,Illinois B ,653,College,Men,Developmental,Champaign,IL,11,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
280,Providence College ,650,College,Men,Division III,Providence,RI,3,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
281,SUNY-Oneonta ,649,College,Men,Division III,Oneonta,NY,9,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
282,Tennessee Tech ,642,College,Men,Division I,Cookeville,TN,3,6,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
283,Cal State-Long Beach ,641,College,Men,Division I,Long Beach,CA,3,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
284,Texas-San Antonio ,635,College,Men,Division I,San Antonio,TX,7,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
285,St John's ,633,College,Men,Division III,Collegeville,MN,5,15,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
286,Colorado-Colorado Springs ,631,College,Men,Division I,Colorado Springs,CO,4,8,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
287,North Park ,630,College,Men,Division III,Chicago,IL,10,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
288,California-Irvine ,628,College,Men,Division I,Irvine,CA,4,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
289,Campbell ,625,College,Men,Division III,Buies Creek,NC,4,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
290,Toledo ,621,College,Men,Division I,Toledo,OH,6,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
291,Belmont  ,616,College,Men,Division III,Nashville,TN,8,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
292,North Dakota State ,613,College,Men,Division I,Fargo,ND,0,6,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
294,Stephen F. Austin ,601,College,Men,Division I,Nacogdoches,TX,8,7,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
295,Nebraska-Omaha ,598,College,Men,Division I,Omaha,NE,2,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
296,Muhlenberg ,597,College,Men,Division III,Allentown,PA,9,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
297,Rhode Island ,594,College,Men,Division I,Kingston,RI,5,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
298,Caltech ,588,College,Men,Division III,Pasadena,CA,5,6,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
299,Colorado Mesa ,588,College,Men,Division I,Grand Junction,CO,5,14,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
300,Mississippi ,584,College,Men,Division I,Oxford,MS,5,19,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
301,Pacific Lutheran ,579,College,Men,Division III,Parkland,WA,5,16,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
302,SUNY-New Paltz ,574,College,Men,Division I,New Paltz,NY,3,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
303,Edinboro ,572,College,Men,Division I,Edinboro,PA,3,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
304,Wentworth ,569,College,Men,Division III,Boston,MA,5,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
305,Abilene Christian ,567,College,Men,Division III,Abilene,TX,3,6,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
306,Drake ,567,College,Men,Division III,Des Moines,IA,6,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
307,Iowa State B ,566,College,Men,Developmental,Ames,IA,6,4,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
308,California-San Diego B ,564,College,Men,Developmental,La Jolla,CA,7,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
309,LSU B ,563,College,Men,Developmental,Baton Rouge,LA,4,2,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
310,Connecticut B ,562,College,Men,Developmental,Storrs,CT,15,4,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
311,Tulsa ,561,College,Men,Division III,Tulsa,OK,2,4,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
312,Western Washington B ,558,College,Men,Developmental,Bellingham,WA,2,13,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
313,Anderson ,558,College,Men,Division III,Anderson,SC,3,15,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
314,Massachusetts-Lowell ,556,College,Men,Division I,Lowell,MA,6,15,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
315,Catholic ,554,College,Men,Division III,Washington,DC,6,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
316,UCLA B ,551,College,Men,Developmental,Los Angeles,CA,8,3,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
317,Virginia B ,546,College,Men,Developmental,Charlottesville,VA,9,12,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
318,Wooster ,543,College,Men,Division III,Wooster,OH,3,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
319,Hofstra ,538,College,Men,Division I,Hempstead,NY,6,13,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
320,Wright State ,536,College,Men,Division I,Dayton,OH,5,9,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
321,Salisbury ,532,College,Men,Division I,Salisbury,MD,8,16,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
322,Arkansas State ,529,College,Men,Division I,Jonesboro,AR,3,5,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
323,Carleton College Karls ,528,College,Men,Division III,Northfield,MN,8,20,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
324,Union (Tennessee) ,527,College,Men,Division III,Jackson,TN,5,11,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
325,Illinois State B ,527,College,Men,Division I,Normal,IL,8,10,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
326,Texas-Rio Grande Valley ,526,College,Men,Division I,McAllen,TX,4,4,RVcE0zV9FvTOb4CWUR5VP%2f3o14P3sRHXckTCnIbl1ck%3d,2019_college
