,event,type,winner_team,winner_score,loser_team,loser_score
18,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,Oregon (3),Georgetown (19),15,6
19,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,Oregon (3),Wisconsin (10),15,8
20,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,Georgia (6),Georgetown (19),13,12
21,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,Washington (5),Victoria (16),15,11
22,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,Pittsburgh (9),Florida State (20),15,9
23,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,Brown (4),Florida State (20),15,6
24,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,Pittsburgh (9),Victoria (16),14,8
25,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,Brown (4),Pittsburgh (9),14,12
26,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,Washington (5),Florida State (20),14,11
27,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,Brown (4),Victoria (16),15,8
28,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Brown (4),Northwestern (17),15,11
29,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Wisconsin (10),Minnesota (7),13,12
30,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Auburn (13),Victoria (16),15,14
31,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,William & Mary (14),Georgetown (19),15,11
32,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Florida State (20),Stanford (12),15,14
33,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,7,14,Stanford (12),Auburn (13)
34,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,10,15,Stanford (12),Northwestern (17)
35,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,10,12,Auburn (13),Northwestern (17)
36,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,13,14,William & Mary (14),Connecticut (18)
37,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,10,13,Minnesota (7),Texas (11)
38,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,11,13,North Carolina (2),William & Mary (14)
39,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,11,13,Maryland (15),Georgetown (19)
40,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,11,15,Oregon (3),Maryland (15)
41,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,10,15,Georgia (6),Wisconsin (10)
42,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,12,14,Brown (4),Washington (5)
43,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,12,15,Victoria (16),Florida State (20)
44,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,pool,11,15,Washington (5),Pittsburgh (9)
45,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,10,14,Pittsburgh (9),North Carolina (2)
46,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,11,15,Carleton College (1),Pittsburgh (9)
47,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,13,14,Oregon (3),North Carolina (2)
48,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,4,15,Georgia (6),Carleton College (1)
49,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,8,15,Wisconsin (10),Pittsburgh (9)
50,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,13,15,Brown (4),Oregon (3)
51,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,11,15,Washington (5),North Carolina (2)
52,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,9,14,Texas (11),Georgia (6)
53,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,12,15,Massachusetts (8),Washington (5)
54,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,11,14,Maryland (15),Connecticut (18)
