tournament,date,category,team1,team2,team1_score,team2_score
huckfinn-2015,2015,poolplay,21,24,13,11
huckfinn-2015,2015,poolplay,14,22,13,8
huckfinn-2015,2015,poolplay,15,23,14,13
huckfinn-2015,2015,poolplay,14,23,13,6
huckfinn-2015,2015,poolplay,15,22,13,12
huckfinn-2015,2015,poolplay,14,15,11,10
huckfinn-2015,2015,poolplay,22,23,6,13
huckfinn-2015,2015,crossover,14,18,15,14
huckfinn-2015,2015,crossover,12,21,13,15
huckfinn-2015,2015,crossover,15,19,11,12
huckfinn-2015,2015,crossover,17,13,6,13
huckfinn-2015,2015,crossover,23,11,12,11
huckfinn-2015,2015,crossover,25,24,13,3
huckfinn-2015,2015,crossover,22,26,13,11
huckfinn-2015,2015,crossover,20,16,11,13
huckfinn-2015,2015,bracket_1st,1,13,11,6
huckfinn-2015,2015,bracket_1st,2,9,13,9
huckfinn-2015,2015,bracket_1st,4,21,10,9
huckfinn-2015,2015,bracket_1st,6,18,8,9
huckfinn-2015,2015,bracket_1st,3,19,12,13
huckfinn-2015,2015,bracket_1st,8,10,8,12
huckfinn-2015,2015,bracket_1st,7,14,13,7
huckfinn-2015,2015,bracket_1st,5,12,4,13
huckfinn-2015,2015,bracket_1st,1,2,7,12
huckfinn-2015,2015,bracket_1st,4,18,12,6
huckfinn-2015,2015,bracket_1st,19,10,11,10
huckfinn-2015,2015,bracket_1st,7,12,12,9
huckfinn-2015,2015,bracket_1st,2,4,7,12
huckfinn-2015,2015,bracket_1st,19,7,5,13
huckfinn-2015,2015,bracket_1st,4,7,6,13
huckfinn-2015,2015,bracket_3rd,2,19,W,F
huckfinn-2015,2015,bracket_5th,1,12,10,11
huckfinn-2015,2015,bracket_5th,10,18,10,9
huckfinn-2015,2015,bracket_5th,12,10,13,7
huckfinn-2015,2015,bracket_7th,1,18,13,6
huckfinn-2015,2015,bracket_9th,13,5,9,7
huckfinn-2015,2015,bracket_9th,6,21,12,3
huckfinn-2015,2015,bracket_9th,3,8,8,7
huckfinn-2015,2015,bracket_9th,9,14,12,2
huckfinn-2015,2015,bracket_9th,13,6,10,4
huckfinn-2015,2015,bracket_9th,3,9,10,12
huckfinn-2015,2015,bracket_9th,13,9,9,8
huckfinn-2015,2015,bracket_11th,6,3,13,6
huckfinn-2015,2015,bracket_13th,5,8,L,W
huckfinn-2015,2015,bracket_13th,21,14,W,L
huckfinn-2015,2015,bracket_13th,8,21,8,11
huckfinn-2015,2015,bracket_15th,5,14,W,L
huckfinn-2015,2015,consolation_pool,15,26,5,8
huckfinn-2015,2015,consolation_pool,11,16,8,9
huckfinn-2015,2015,consolation_pool,15,11,11,10
huckfinn-2015,2015,consolation_pool,25,16,9,6
huckfinn-2015,2015,consolation_pool,16,26,6,5
huckfinn-2015,2015,consolation_pool,25,11,6,9
huckfinn-2015,2015,consolation_pool,15,25,L,W
huckfinn-2015,2015,consolation_pool,11,26,L,W
huckfinn-2015,2015,consolation_pool,15,16,L,W
huckfinn-2015,2015,consolation_pool,25,26,2,7
huckfinn-2015,2015,consolation_pool,17,20,12,11
huckfinn-2015,2015,consolation_pool,24,22,9,7
huckfinn-2015,2015,consolation_pool,17,24,8,6
huckfinn-2015,2015,consolation_pool,23,22,13,6
huckfinn-2015,2015,consolation_pool,17,23,12,10
huckfinn-2015,2015,consolation_pool,24,20,W,L
huckfinn-2015,2015,consolation_pool,17,22,13,8
huckfinn-2015,2015,consolation_pool,23,20,W,L
huckfinn-2015,2015,consolation_pool,22,20,W,L
huckfinn-2015,2015,consolation_pool,23,24,8,7
huckfinn-2014,2014,poolplay,3,13,13,6
huckfinn-2014,2014,poolplay,10,12,11,10
huckfinn-2014,2014,poolplay,3,7,10,11
huckfinn-2014,2014,poolplay,12,13,10,13
huckfinn-2014,2014,poolplay,7,12,12,10
huckfinn-2014,2014,poolplay,10,13,9,8
huckfinn-2014,2014,poolplay,10,7,13,9
huckfinn-2014,2014,poolplay,3,12,13,4
huckfinn-2014,2014,poolplay,3,10,13,1
huckfinn-2014,2014,poolplay,7,13,10,13
huckfinn-2014,2014,poolplay,6,15,11,5
huckfinn-2014,2014,poolplay,2,20,13,1
huckfinn-2014,2014,poolplay,20,15,1,13
huckfinn-2014,2014,poolplay,16,2,1,13
huckfinn-2014,2014,poolplay,6,20,13,0
huckfinn-2014,2014,poolplay,16,15,12,9
huckfinn-2014,2014,poolplay,6,16,11,7
huckfinn-2014,2014,poolplay,2,15,12,4
huckfinn-2014,2014,poolplay,6,2,8,11
huckfinn-2014,2014,poolplay,16,20,13,2
huckfinn-2014,2014,poolplay,11,5,8,12
huckfinn-2014,2014,poolplay,4,19,13,2
huckfinn-2014,2014,poolplay,11,19,11,6
huckfinn-2014,2014,poolplay,18,4,5,13
huckfinn-2014,2014,poolplay,5,19,13,3
huckfinn-2014,2014,poolplay,11,18,9,13
huckfinn-2014,2014,poolplay,11,4,9,13
huckfinn-2014,2014,poolplay,18,5,8,13
huckfinn-2014,2014,poolplay,4,5,13,11
huckfinn-2014,2014,poolplay,18,19,11,5
huckfinn-2014,2014,poolplay,8,9,12,10
huckfinn-2014,2014,poolplay,1,17,13,3
huckfinn-2014,2014,poolplay,14,21,13,4
huckfinn-2014,2014,poolplay,8,1,4,15
huckfinn-2014,2014,poolplay,9,14,9,12
huckfinn-2014,2014,poolplay,21,17,9,13
huckfinn-2014,2014,poolplay,9,21,W,L
huckfinn-2014,2014,poolplay,8,17,12,8
huckfinn-2014,2014,poolplay,1,14,13,7
huckfinn-2014,2014,poolplay,1,21,13,0
huckfinn-2014,2014,poolplay,8,14,10,13
huckfinn-2014,2014,poolplay,9,17,13,4
huckfinn-2014,2014,poolplay,14,17,12,8
huckfinn-2014,2014,poolplay,1,9,13,2
huckfinn-2014,2014,poolplay,8,21,10,8
huckfinn-2014,2014,bracket_1st,3,8,15,7
huckfinn-2014,2014,bracket_1st,2,5,15,10
huckfinn-2014,2014,bracket_1st,4,6,15,11
huckfinn-2014,2014,bracket_1st,1,10,15,8
huckfinn-2014,2014,bracket_1st,3,2,9,13
huckfinn-2014,2014,bracket_1st,4,1,12,14
huckfinn-2014,2014,bracket_1st,2,1,8,15
huckfinn-2014,2014,bracket_3rd,3,4,16,14
huckfinn-2014,2014,bracket_5th,14,5,5,15
huckfinn-2014,2014,bracket_5th,6,10,15,8
huckfinn-2014,2014,bracket_5th,5,6,15,10
huckfinn-2014,2014,bracket_7th,14,10,13,9
huckfinn-2014,2014,bracket_9th,13,9,16,17
huckfinn-2014,2014,bracket_9th,16,11,15,9
huckfinn-2014,2014,bracket_9th,18,15,15,6
huckfinn-2014,2014,bracket_9th,8,7,8,15
huckfinn-2014,2014,bracket_9th,9,16,10,15
huckfinn-2014,2014,bracket_9th,18,7,15,11
huckfinn-2014,2014,bracket_9th,16,18,6,14
huckfinn-2014,2014,bracket_11th,9,7,7,11
huckfinn-2014,2014,bracket_13th,13,11,15,7
huckfinn-2014,2014,bracket_13th,15,8,14,5
huckfinn-2014,2014,bracket_13th,13,15,15,12
huckfinn-2014,2014,bracket_15th,11,8,15,11
huckfinn-2014,2014,bracket_17th,20,21,2,15
huckfinn-2014,2014,bracket_17th,12,17,13,15
huckfinn-2014,2014,bracket_17th,12,19,11,6
huckfinn-2014,2014,bracket_17th,20,17,1,15
huckfinn-2014,2014,bracket_17th,12,21,15,6
huckfinn-2014,2014,bracket_17th,20,19,3,15
